,id,label,hemisphere,structure,scale,yeo_7,von_economo
425,82,7Networks_LH_SalVentAttn_Med_1,L,cortex,scale322,,
426,83,7Networks_LH_SalVentAttn_Med_2,L,cortex,scale322,,
427,84,7Networks_LH_SalVentAttn_Med_3,L,cortex,scale322,,
428,85,7Networks_LH_SalVentAttn_Med_4,L,cortex,scale322,,
429,86,7Networks_LH_Limbic_OFC_1,L,cortex,scale322,,
430,87,7Networks_LH_Limbic_OFC_2,L,cortex,scale322,,
431,88,7Networks_LH_Limbic_OFC_3,L,cortex,scale322,,
432,89,7Networks_LH_Limbic_TempPole_1,L,cortex,scale322,,
433,90,7Networks_LH_Limbic_TempPole_2,L,cortex,scale322,,
434,91,7Networks_LH_Limbic_TempPole_3,L,cortex,scale322,,
435,92,7Networks_LH_Limbic_TempPole_4,L,cortex,scale322,,
436,93,7Networks_LH_Limbic_TempPole_5,L,cortex,scale322,,
437,94,7Networks_LH_Limbic_TempPole_6,L,cortex,scale322,,
438,95,7Networks_LH_Limbic_TempPole_7,L,cortex,scale322,,
439,96,7Networks_LH_Cont_Par_1,L,cortex,scale322,,
440,97,7Networks_LH_Cont_Par_2,L,cortex,scale322,,
441,98,7Networks_LH_Cont_Par_3,L,cortex,scale322,,
442,99,7Networks_LH_Cont_Par_4,L,cortex,scale322,,
443,100,7Networks_LH_Cont_Temp_1,L,cortex,scale322,,
444,101,7Networks_LH_Cont_PFCl_1,L,cortex,scale322,,
445,102,7Networks_LH_Cont_PFCl_2,L,cortex,scale322,,
446,103,7Networks_LH_Cont_PFCl_3,L,cortex,scale322,,
447,104,7Networks_LH_Cont_PFCl_4,L,cortex,scale322,,
448,105,7Networks_LH_Cont_PFCl_5,L,cortex,scale322,,
449,106,7Networks_LH_Cont_PFCl_6,L,cortex,scale322,,
450,107,7Networks_LH_Cont_PFCl_7,L,cortex,scale322,,
451,108,7Networks_LH_Cont_pCun_1,L,cortex,scale322,,
452,109,7Networks_LH_Cont_pCun_2,L,cortex,scale322,,
453,110,7Networks_LH_Cont_Cing_1,L,cortex,scale322,,
454,111,7Networks_LH_Cont_Cing_2,L,cortex,scale322,,
455,112,7Networks_LH_Cont_PFCmp_1,L,cortex,scale322,,
456,113,7Networks_LH_Default_Temp_1,L,cortex,scale322,,
457,114,7Networks_LH_Default_Temp_2,L,cortex,scale322,,
458,115,7Networks_LH_Default_Temp_3,L,cortex,scale322,,
459,116,7Networks_LH_Default_Temp_4,L,cortex,scale322,,
460,117,7Networks_LH_Default_Temp_5,L,cortex,scale322,,
461,118,7Networks_LH_Default_Temp_6,L,cortex,scale322,,
462,119,7Networks_LH_Default_Temp_7,L,cortex,scale322,,
463,120,7Networks_LH_Default_Temp_8,L,cortex,scale322,,
464,121,7Networks_LH_Default_Temp_9,L,cortex,scale322,,
465,122,7Networks_LH_Default_Temp_10,L,cortex,scale322,,
466,123,7Networks_LH_Default_Temp_11,L,cortex,scale322,,
467,124,7Networks_LH_Default_Temp_12,L,cortex,scale322,,
468,125,7Networks_LH_Default_PFC_1,L,cortex,scale322,,
469,126,7Networks_LH_Default_PFC_2,L,cortex,scale322,,
470,127,7Networks_LH_Default_PFC_3,L,cortex,scale322,,
471,128,7Networks_LH_Default_PFC_4,L,cortex,scale322,,
472,129,7Networks_LH_Default_PFC_5,L,cortex,scale322,,
473,130,7Networks_LH_Default_PFC_6,L,cortex,scale322,,
474,131,7Networks_LH_Default_PFC_7,L,cortex,scale322,,
475,132,7Networks_LH_Default_PFC_8,L,cortex,scale322,,
476,133,7Networks_LH_Default_PFC_9,L,cortex,scale322,,
477,134,7Networks_LH_Default_PFC_10,L,cortex,scale322,,
478,135,7Networks_LH_Default_PFC_11,L,cortex,scale322,,
479,136,7Networks_LH_Default_PFC_12,L,cortex,scale322,,
480,137,7Networks_LH_Default_PFC_13,L,cortex,scale322,,
481,138,7Networks_LH_Default_PFC_14,L,cortex,scale322,,
482,139,7Networks_LH_Default_PFC_15,L,cortex,scale322,,
483,140,7Networks_LH_Default_PFC_16,L,cortex,scale322,,
484,141,7Networks_LH_Default_PFC_17,L,cortex,scale322,,
485,142,7Networks_LH_Default_PFC_18,L,cortex,scale322,,
486,143,7Networks_LH_Default_PCC_1,L,cortex,scale322,,
487,144,7Networks_LH_Default_PCC_2,L,cortex,scale322,,
488,145,7Networks_LH_Default_PCC_3,L,cortex,scale322,,
489,146,7Networks_LH_Default_PCC_4,L,cortex,scale322,,
490,147,7Networks_LH_Default_PCC_5,L,cortex,scale322,,
491,148,7Networks_LH_Default_PCC_6,L,cortex,scale322,,
492,149,7Networks_LH_Default_PCC_7,L,cortex,scale322,,
493,150,7Networks_LH_Default_PCC_8,L,cortex,scale322,,
494,151,7Networks_RH_Vis_1,R,cortex,scale322,,
495,152,7Networks_RH_Vis_2,R,cortex,scale322,,
496,153,7Networks_RH_Vis_3,R,cortex,scale322,,
497,154,7Networks_RH_Vis_4,R,cortex,scale322,,
498,155,7Networks_RH_Vis_5,R,cortex,scale322,,
499,156,7Networks_RH_Vis_6,R,cortex,scale322,,
500,157,7Networks_RH_Vis_7,R,cortex,scale322,,
501,158,7Networks_RH_Vis_8,R,cortex,scale322,,
502,159,7Networks_RH_Vis_9,R,cortex,scale322,,
503,160,7Networks_RH_Vis_10,R,cortex,scale322,,
504,161,7Networks_RH_Vis_11,R,cortex,scale322,,
505,162,7Networks_RH_Vis_12,R,cortex,scale322,,
506,163,7Networks_RH_Vis_13,R,cortex,scale322,,
507,164,7Networks_RH_Vis_14,R,cortex,scale322,,
508,165,7Networks_RH_Vis_15,R,cortex,scale322,,
509,166,7Networks_RH_Vis_16,R,cortex,scale322,,
510,167,7Networks_RH_Vis_17,R,cortex,scale322,,
511,168,7Networks_RH_Vis_18,R,cortex,scale322,,
512,169,7Networks_RH_Vis_19,R,cortex,scale322,,
513,170,7Networks_RH_Vis_20,R,cortex,scale322,,
514,171,7Networks_RH_Vis_21,R,cortex,scale322,,
515,172,7Networks_RH_Vis_22,R,cortex,scale322,,
516,173,7Networks_RH_Vis_23,R,cortex,scale322,,
517,174,7Networks_RH_SomMot_1,R,cortex,scale322,,
518,175,7Networks_RH_SomMot_2,R,cortex,scale322,,
519,176,7Networks_RH_SomMot_3,R,cortex,scale322,,
520,177,7Networks_RH_SomMot_4,R,cortex,scale322,,
521,178,7Networks_RH_SomMot_5,R,cortex,scale322,,
522,179,7Networks_RH_SomMot_6,R,cortex,scale322,,
523,180,7Networks_RH_SomMot_7,R,cortex,scale322,,
524,181,7Networks_RH_SomMot_8,R,cortex,scale322,,
525,182,7Networks_RH_SomMot_9,R,cortex,scale322,,
526,183,7Networks_RH_SomMot_10,R,cortex,scale322,,
527,184,7Networks_RH_SomMot_11,R,cortex,scale322,,
528,185,7Networks_RH_SomMot_12,R,cortex,scale322,,
529,186,7Networks_RH_SomMot_13,R,cortex,scale322,,
530,187,7Networks_RH_SomMot_14,R,cortex,scale322,,
531,188,7Networks_RH_SomMot_15,R,cortex,scale322,,
532,189,7Networks_RH_SomMot_16,R,cortex,scale322,,
533,190,7Networks_RH_SomMot_17,R,cortex,scale322,,
534,191,7Networks_RH_SomMot_18,R,cortex,scale322,,
535,192,7Networks_RH_SomMot_19,R,cortex,scale322,,
536,193,7Networks_RH_SomMot_20,R,cortex,scale322,,
537,194,7Networks_RH_SomMot_21,R,cortex,scale322,,
538,195,7Networks_RH_SomMot_22,R,cortex,scale322,,
539,196,7Networks_RH_SomMot_23,R,cortex,scale322,,
540,197,7Networks_RH_SomMot_24,R,cortex,scale322,,
541,198,7Networks_RH_SomMot_25,R,cortex,scale322,,
542,199,7Networks_RH_SomMot_26,R,cortex,scale322,,
543,200,7Networks_RH_SomMot_27,R,cortex,scale322,,
544,201,7Networks_RH_SomMot_28,R,cortex,scale322,,
545,202,7Networks_RH_DorsAttn_Post_1,R,cortex,scale322,,
546,203,7Networks_RH_DorsAttn_Post_2,R,cortex,scale322,,
547,204,7Networks_RH_DorsAttn_Post_3,R,cortex,scale322,,
548,205,7Networks_RH_DorsAttn_Post_4,R,cortex,scale322,,
549,206,7Networks_RH_DorsAttn_Post_5,R,cortex,scale322,,
550,207,7Networks_RH_DorsAttn_Post_6,R,cortex,scale322,,
551,208,7Networks_RH_DorsAttn_Post_7,R,cortex,scale322,,
552,209,7Networks_RH_DorsAttn_Post_8,R,cortex,scale322,,
553,210,7Networks_RH_DorsAttn_Post_9,R,cortex,scale322,,
554,211,7Networks_RH_DorsAttn_Post_10,R,cortex,scale322,,
555,212,7Networks_RH_DorsAttn_Post_11,R,cortex,scale322,,
556,213,7Networks_RH_DorsAttn_Post_12,R,cortex,scale322,,
557,214,7Networks_RH_DorsAttn_Post_13,R,cortex,scale322,,
558,215,7Networks_RH_DorsAttn_Post_14,R,cortex,scale322,,
559,216,7Networks_RH_DorsAttn_FEF_1,R,cortex,scale322,,
560,217,7Networks_RH_DorsAttn_FEF_2,R,cortex,scale322,,
561,218,7Networks_RH_DorsAttn_FEF_3,R,cortex,scale322,,
562,219,7Networks_RH_DorsAttn_PrCv_1,R,cortex,scale322,,
563,220,7Networks_RH_SalVentAttn_TempOccPar_1,R,cortex,scale322,,
564,221,7Networks_RH_SalVentAttn_TempOccPar_2,R,cortex,scale322,,
565,222,7Networks_RH_SalVentAttn_TempOccPar_3,R,cortex,scale322,,
566,223,7Networks_RH_SalVentAttn_TempOccPar_4,R,cortex,scale322,,
567,224,7Networks_RH_SalVentAttn_TempOccPar_5,R,cortex,scale322,,
568,225,7Networks_RH_SalVentAttn_PrC_1,R,cortex,scale322,,
569,226,7Networks_RH_SalVentAttn_FrOper_1,R,cortex,scale322,,
570,227,7Networks_RH_SalVentAttn_FrOper_2,R,cortex,scale322,,
571,228,7Networks_RH_SalVentAttn_FrOper_3,R,cortex,scale322,,
572,229,7Networks_RH_SalVentAttn_FrOper_4,R,cortex,scale322,,
573,230,7Networks_RH_SalVentAttn_FrOper_5,R,cortex,scale322,,
574,231,7Networks_RH_SalVentAttn_FrOper_6,R,cortex,scale322,,
575,232,7Networks_RH_SalVentAttn_Med_1,R,cortex,scale322,,
576,233,7Networks_RH_SalVentAttn_Med_2,R,cortex,scale322,,
577,234,7Networks_RH_SalVentAttn_Med_3,R,cortex,scale322,,
578,235,7Networks_RH_SalVentAttn_Med_4,R,cortex,scale322,,
579,236,7Networks_RH_SalVentAttn_Med_5,R,cortex,scale322,,
580,237,7Networks_RH_SalVentAttn_Med_6,R,cortex,scale322,,
581,238,7Networks_RH_Limbic_OFC_1,R,cortex,scale322,,
582,239,7Networks_RH_Limbic_OFC_2,R,cortex,scale322,,
583,240,7Networks_RH_Limbic_OFC_3,R,cortex,scale322,,
584,241,7Networks_RH_Limbic_OFC_4,R,cortex,scale322,,
585,242,7Networks_RH_Limbic_TempPole_1,R,cortex,scale322,,
586,243,7Networks_RH_Limbic_TempPole_2,R,cortex,scale322,,
587,244,7Networks_RH_Limbic_TempPole_3,R,cortex,scale322,,
588,245,7Networks_RH_Limbic_TempPole_4,R,cortex,scale322,,
589,246,7Networks_RH_Limbic_TempPole_5,R,cortex,scale322,,
590,247,7Networks_RH_Limbic_TempPole_6,R,cortex,scale322,,
591,248,7Networks_RH_Cont_Par_1,R,cortex,scale322,,
592,249,7Networks_RH_Cont_Par_2,R,cortex,scale322,,
593,250,7Networks_RH_Cont_Par_3,R,cortex,scale322,,
594,251,7Networks_RH_Cont_Temp_1,R,cortex,scale322,,
595,252,7Networks_RH_Cont_PFCv_1,R,cortex,scale322,,
596,253,7Networks_RH_Cont_PFCl_1,R,cortex,scale322,,
597,254,7Networks_RH_Cont_PFCl_2,R,cortex,scale322,,
598,255,7Networks_RH_Cont_PFCl_3,R,cortex,scale322,,
599,256,7Networks_RH_Cont_PFCl_4,R,cortex,scale322,,
600,257,7Networks_RH_Cont_PFCl_5,R,cortex,scale322,,
601,258,7Networks_RH_Cont_PFCl_6,R,cortex,scale322,,
602,259,7Networks_RH_Cont_PFCl_7,R,cortex,scale322,,
603,260,7Networks_RH_Cont_PFCl_8,R,cortex,scale322,,
604,261,7Networks_RH_Cont_PFCl_9,R,cortex,scale322,,
605,262,7Networks_RH_Cont_PFCl_10,R,cortex,scale322,,
606,263,7Networks_RH_Cont_PFCl_11,R,cortex,scale322,,
607,264,7Networks_RH_Cont_PFCl_12,R,cortex,scale322,,
608,265,7Networks_RH_Cont_pCun_1,R,cortex,scale322,,
609,266,7Networks_RH_Cont_pCun_2,R,cortex,scale322,,
610,267,7Networks_RH_Cont_Cing_1,R,cortex,scale322,,
611,268,7Networks_RH_Cont_Cing_2,R,cortex,scale322,,
612,269,7Networks_RH_Cont_PFCmp_1,R,cortex,scale322,,
613,270,7Networks_RH_Cont_PFCmp_2,R,cortex,scale322,,
614,271,7Networks_RH_Default_Par_1,R,cortex,scale322,,
615,272,7Networks_RH_Default_Par_2,R,cortex,scale322,,
616,273,7Networks_RH_Default_Par_3,R,cortex,scale322,,
617,274,7Networks_RH_Default_Par_4,R,cortex,scale322,,
618,275,7Networks_RH_Default_Par_5,R,cortex,scale322,,
619,276,7Networks_RH_Default_Temp_1,R,cortex,scale322,,
620,277,7Networks_RH_Default_Temp_2,R,cortex,scale322,,
621,278,7Networks_RH_Default_Temp_3,R,cortex,scale322,,
622,279,7Networks_RH_Default_Temp_4,R,cortex,scale322,,
623,280,7Networks_RH_Default_Temp_5,R,cortex,scale322,,
624,281,7Networks_RH_Default_Temp_6,R,cortex,scale322,,
625,282,7Networks_RH_Default_PFCv_1,R,cortex,scale322,,
626,283,7Networks_RH_Default_PFCv_2,R,cortex,scale322,,
627,284,7Networks_RH_Default_PFCv_3,R,cortex,scale322,,
628,285,7Networks_RH_Default_PFCm_1,R,cortex,scale322,,
629,286,7Networks_RH_Default_PFCm_2,R,cortex,scale322,,
630,287,7Networks_RH_Default_PFCm_3,R,cortex,scale322,,
631,288,7Networks_RH_Default_PFCm_4,R,cortex,scale322,,
632,289,7Networks_RH_Default_PFCm_5,R,cortex,scale322,,
633,290,7Networks_RH_Default_PFCm_6,R,cortex,scale322,,
634,291,7Networks_RH_Default_PFCm_7,R,cortex,scale322,,
635,292,7Networks_RH_Default_PFCm_8,R,cortex,scale322,,
636,293,7Networks_RH_Default_PFCm_9,R,cortex,scale322,,
637,294,7Networks_RH_Default_PFCm_10,R,cortex,scale322,,
638,295,7Networks_RH_Default_PCC_1,R,cortex,scale322,,
639,296,7Networks_RH_Default_PCC_2,R,cortex,scale322,,
640,297,7Networks_RH_Default_PCC_3,R,cortex,scale322,,
641,298,7Networks_RH_Default_PCC_4,R,cortex,scale322,,
642,299,7Networks_RH_Default_PCC_5,R,cortex,scale322,,
643,300,7Networks_RH_Default_PCC_6,R,cortex,scale322,,
644,301,Left red nucleus,L,subcortex,scale322,,
645,302,Right red nucleus,R,subcortex,scale322,,
646,303,Left substantia nigra,L,subcortex,scale322,,
647,304,Right substantia nigra,R,subcortex,scale322,,
648,305,Left subthalamic nucleus,L,subcortex,scale322,,
649,306,Right subthalamic nucleus,R,subcortex,scale322,,
650,307,Left caudate,L,subcortex,scale322,,
651,308,Right caudate,R,subcortex,scale322,,
652,309,Left putamen,L,subcortex,scale322,,
653,310,Right putamen,R,subcortex,scale322,,
654,311,Left globus pallidus externa,L,subcortex,scale322,,
655,312,Right globus pallidus externa,R,subcortex,scale322,,
656,313,Left globus pallidus interna,L,subcortex,scale322,,
657,314,Right globus pallidus interna,R,subcortex,scale322,,
658,315,Left thalamus,L,subcortex,scale322,,
659,316,Right thalamus,R,subcortex,scale322,,
660,317,Left hippocampus,L,subcortex,scale322,,
661,318,Right hippocampus,R,subcortex,scale322,,
662,319,Left nucleus accumbens,L,subcortex,scale322,,
663,320,Right nucleus accumbens,R,subcortex,scale322,,
664,321,Left amygdala,L,subcortex,scale322,,
665,322,Right amygdala,R,subcortex,scale322,,
666,1,7Networks_LH_Vis_1,L,cortex,scale422,,
667,2,7Networks_LH_Vis_2,L,cortex,scale422,,
668,3,7Networks_LH_Vis_3,L,cortex,scale422,,
669,4,7Networks_LH_Vis_4,L,cortex,scale422,,
670,5,7Networks_LH_Vis_5,L,cortex,scale422,,
671,6,7Networks_LH_Vis_6,L,cortex,scale422,,
672,7,7Networks_LH_Vis_7,L,cortex,scale422,,
673,8,7Networks_LH_Vis_8,L,cortex,scale422,,
674,9,7Networks_LH_Vis_9,L,cortex,scale422,,
675,10,7Networks_LH_Vis_10,L,cortex,scale422,,
676,11,7Networks_LH_Vis_11,L,cortex,scale422,,
677,12,7Networks_LH_Vis_12,L,cortex,scale422,,
678,13,7Networks_LH_Vis_13,L,cortex,scale422,,
679,14,7Networks_LH_Vis_14,L,cortex,scale422,,
680,15,7Networks_LH_Vis_15,L,cortex,scale422,,
681,16,7Networks_LH_Vis_16,L,cortex,scale422,,
682,17,7Networks_LH_Vis_17,L,cortex,scale422,,
683,18,7Networks_LH_Vis_18,L,cortex,scale422,,
684,19,7Networks_LH_Vis_19,L,cortex,scale422,,
685,20,7Networks_LH_Vis_20,L,cortex,scale422,,
686,21,7Networks_LH_Vis_21,L,cortex,scale422,,
687,22,7Networks_LH_Vis_22,L,cortex,scale422,,
688,23,7Networks_LH_Vis_23,L,cortex,scale422,,
689,24,7Networks_LH_Vis_24,L,cortex,scale422,,
690,25,7Networks_LH_Vis_25,L,cortex,scale422,,
691,26,7Networks_LH_Vis_26,L,cortex,scale422,,
692,27,7Networks_LH_Vis_27,L,cortex,scale422,,
693,28,7Networks_LH_Vis_28,L,cortex,scale422,,
694,29,7Networks_LH_Vis_29,L,cortex,scale422,,
695,30,7Networks_LH_Vis_30,L,cortex,scale422,,
696,31,7Networks_LH_Vis_31,L,cortex,scale422,,
697,32,7Networks_LH_SomMot_1,L,cortex,scale422,,
698,33,7Networks_LH_SomMot_2,L,cortex,scale422,,
699,34,7Networks_LH_SomMot_3,L,cortex,scale422,,
700,35,7Networks_LH_SomMot_4,L,cortex,scale422,,
701,36,7Networks_LH_SomMot_5,L,cortex,scale422,,
702,37,7Networks_LH_SomMot_6,L,cortex,scale422,,
703,38,7Networks_LH_SomMot_7,L,cortex,scale422,,
704,39,7Networks_LH_SomMot_8,L,cortex,scale422,,
705,40,7Networks_LH_SomMot_9,L,cortex,scale422,,
706,41,7Networks_LH_SomMot_10,L,cortex,scale422,,
707,42,7Networks_LH_SomMot_11,L,cortex,scale422,,
708,43,7Networks_LH_SomMot_12,L,cortex,scale422,,
709,44,7Networks_LH_SomMot_13,L,cortex,scale422,,
710,45,7Networks_LH_SomMot_14,L,cortex,scale422,,
711,46,7Networks_LH_SomMot_15,L,cortex,scale422,,
712,47,7Networks_LH_SomMot_16,L,cortex,scale422,,
713,48,7Networks_LH_SomMot_17,L,cortex,scale422,,
714,49,7Networks_LH_SomMot_18,L,cortex,scale422,,
715,50,7Networks_LH_SomMot_19,L,cortex,scale422,,
716,51,7Networks_LH_SomMot_20,L,cortex,scale422,,
717,52,7Networks_LH_SomMot_21,L,cortex,scale422,,
718,53,7Networks_LH_SomMot_22,L,cortex,scale422,,
719,54,7Networks_LH_SomMot_23,L,cortex,scale422,,
720,55,7Networks_LH_SomMot_24,L,cortex,scale422,,
721,56,7Networks_LH_SomMot_25,L,cortex,scale422,,
722,57,7Networks_LH_SomMot_26,L,cortex,scale422,,
723,58,7Networks_LH_SomMot_27,L,cortex,scale422,,
724,59,7Networks_LH_SomMot_28,L,cortex,scale422,,
725,60,7Networks_LH_SomMot_29,L,cortex,scale422,,
726,61,7Networks_LH_SomMot_30,L,cortex,scale422,,
727,62,7Networks_LH_SomMot_31,L,cortex,scale422,,
728,63,7Networks_LH_SomMot_32,L,cortex,scale422,,
729,64,7Networks_LH_SomMot_33,L,cortex,scale422,,
730,65,7Networks_LH_SomMot_34,L,cortex,scale422,,
731,66,7Networks_LH_SomMot_35,L,cortex,scale422,,
732,67,7Networks_LH_SomMot_36,L,cortex,scale422,,
733,68,7Networks_LH_SomMot_37,L,cortex,scale422,,
734,69,7Networks_LH_DorsAttn_Post_1,L,cortex,scale422,,
735,70,7Networks_LH_DorsAttn_Post_2,L,cortex,scale422,,
736,71,7Networks_LH_DorsAttn_Post_3,L,cortex,scale422,,
737,72,7Networks_LH_DorsAttn_Post_4,L,cortex,scale422,,
738,73,7Networks_LH_DorsAttn_Post_5,L,cortex,scale422,,
739,74,7Networks_LH_DorsAttn_Post_6,L,cortex,scale422,,
740,75,7Networks_LH_DorsAttn_Post_7,L,cortex,scale422,,
741,76,7Networks_LH_DorsAttn_Post_8,L,cortex,scale422,,
742,77,7Networks_LH_DorsAttn_Post_9,L,cortex,scale422,,
743,78,7Networks_LH_DorsAttn_Post_10,L,cortex,scale422,,
744,79,7Networks_LH_DorsAttn_Post_11,L,cortex,scale422,,
745,80,7Networks_LH_DorsAttn_Post_12,L,cortex,scale422,,
746,81,7Networks_LH_DorsAttn_Post_13,L,cortex,scale422,,
747,82,7Networks_LH_DorsAttn_Post_14,L,cortex,scale422,,
748,83,7Networks_LH_DorsAttn_Post_15,L,cortex,scale422,,
749,84,7Networks_LH_DorsAttn_Post_16,L,cortex,scale422,,
750,85,7Networks_LH_DorsAttn_Post_17,L,cortex,scale422,,
751,86,7Networks_LH_DorsAttn_FEF_1,L,cortex,scale422,,
752,87,7Networks_LH_DorsAttn_FEF_2,L,cortex,scale422,,
753,88,7Networks_LH_DorsAttn_FEF_3,L,cortex,scale422,,
754,89,7Networks_LH_DorsAttn_FEF_4,L,cortex,scale422,,
755,90,7Networks_LH_DorsAttn_PrCv_1,L,cortex,scale422,,
756,91,7Networks_LH_DorsAttn_PrCv_2,L,cortex,scale422,,
757,92,7Networks_LH_SalVentAttn_ParOper_1,L,cortex,scale422,,
758,93,7Networks_LH_SalVentAttn_ParOper_2,L,cortex,scale422,,
759,94,7Networks_LH_SalVentAttn_ParOper_3,L,cortex,scale422,,
760,95,7Networks_LH_SalVentAttn_ParOper_4,L,cortex,scale422,,
761,96,7Networks_LH_SalVentAttn_TempOcc_1,L,cortex,scale422,,
762,97,7Networks_LH_SalVentAttn_FrOper_1,L,cortex,scale422,,
763,98,7Networks_LH_SalVentAttn_FrOper_2,L,cortex,scale422,,
764,99,7Networks_LH_SalVentAttn_FrOper_3,L,cortex,scale422,,
765,100,7Networks_LH_SalVentAttn_FrOper_4,L,cortex,scale422,,
766,101,7Networks_LH_SalVentAttn_FrOper_5,L,cortex,scale422,,
767,102,7Networks_LH_SalVentAttn_FrOper_6,L,cortex,scale422,,
768,103,7Networks_LH_SalVentAttn_FrOper_7,L,cortex,scale422,,
769,104,7Networks_LH_SalVentAttn_FrOper_8,L,cortex,scale422,,
770,105,7Networks_LH_SalVentAttn_FrOper_9,L,cortex,scale422,,
771,106,7Networks_LH_SalVentAttn_PFCl_1,L,cortex,scale422,,
772,107,7Networks_LH_SalVentAttn_Med_1,L,cortex,scale422,,
773,108,7Networks_LH_SalVentAttn_Med_2,L,cortex,scale422,,
774,109,7Networks_LH_SalVentAttn_Med_3,L,cortex,scale422,,
775,110,7Networks_LH_SalVentAttn_Med_4,L,cortex,scale422,,
776,111,7Networks_LH_SalVentAttn_Med_5,L,cortex,scale422,,
777,112,7Networks_LH_SalVentAttn_Med_6,L,cortex,scale422,,
778,113,7Networks_LH_SalVentAttn_Med_7,L,cortex,scale422,,
779,114,7Networks_LH_Limbic_OFC_1,L,cortex,scale422,,
780,115,7Networks_LH_Limbic_OFC_2,L,cortex,scale422,,
781,116,7Networks_LH_Limbic_OFC_3,L,cortex,scale422,,
782,117,7Networks_LH_Limbic_OFC_4,L,cortex,scale422,,
783,118,7Networks_LH_Limbic_OFC_5,L,cortex,scale422,,
784,119,7Networks_LH_Limbic_TempPole_1,L,cortex,scale422,,
785,120,7Networks_LH_Limbic_TempPole_2,L,cortex,scale422,,
786,121,7Networks_LH_Limbic_TempPole_3,L,cortex,scale422,,
787,122,7Networks_LH_Limbic_TempPole_4,L,cortex,scale422,,
788,123,7Networks_LH_Limbic_TempPole_5,L,cortex,scale422,,
789,124,7Networks_LH_Limbic_TempPole_6,L,cortex,scale422,,
790,125,7Networks_LH_Limbic_TempPole_7,L,cortex,scale422,,
791,126,7Networks_LH_Limbic_TempPole_8,L,cortex,scale422,,
792,127,7Networks_LH_Cont_Par_1,L,cortex,scale422,,
793,128,7Networks_LH_Cont_Par_2,L,cortex,scale422,,
794,129,7Networks_LH_Cont_Par_3,L,cortex,scale422,,
795,130,7Networks_LH_Cont_Par_4,L,cortex,scale422,,
796,131,7Networks_LH_Cont_Par_5,L,cortex,scale422,,
797,132,7Networks_LH_Cont_Par_6,L,cortex,scale422,,
798,133,7Networks_LH_Cont_Temp_1,L,cortex,scale422,,
799,134,7Networks_LH_Cont_PFCl_1,L,cortex,scale422,,
800,135,7Networks_LH_Cont_PFCl_2,L,cortex,scale422,,
801,136,7Networks_LH_Cont_PFCl_3,L,cortex,scale422,,
802,137,7Networks_LH_Cont_PFCl_4,L,cortex,scale422,,
803,138,7Networks_LH_Cont_PFCl_5,L,cortex,scale422,,
804,139,7Networks_LH_Cont_PFCl_6,L,cortex,scale422,,
805,140,7Networks_LH_Cont_PFCl_7,L,cortex,scale422,,
806,141,7Networks_LH_Cont_PFCl_8,L,cortex,scale422,,
807,142,7Networks_LH_Cont_PFCl_9,L,cortex,scale422,,
808,143,7Networks_LH_Cont_PFCv_1,L,cortex,scale422,,
809,144,7Networks_LH_Cont_pCun_1,L,cortex,scale422,,
810,145,7Networks_LH_Cont_pCun_2,L,cortex,scale422,,
811,146,7Networks_LH_Cont_Cing_1,L,cortex,scale422,,
812,147,7Networks_LH_Cont_Cing_2,L,cortex,scale422,,
813,148,7Networks_LH_Cont_PFCmp_1,L,cortex,scale422,,
814,149,7Networks_LH_Default_Temp_1,L,cortex,scale422,,
815,150,7Networks_LH_Default_Temp_2,L,cortex,scale422,,
816,151,7Networks_LH_Default_Temp_3,L,cortex,scale422,,
817,152,7Networks_LH_Default_Temp_4,L,cortex,scale422,,
818,153,7Networks_LH_Default_Temp_5,L,cortex,scale422,,
819,154,7Networks_LH_Default_Temp_6,L,cortex,scale422,,
820,155,7Networks_LH_Default_Temp_7,L,cortex,scale422,,
821,156,7Networks_LH_Default_Temp_8,L,cortex,scale422,,
822,157,7Networks_LH_Default_Temp_9,L,cortex,scale422,,
823,158,7Networks_LH_Default_Temp_10,L,cortex,scale422,,
824,159,7Networks_LH_Default_Temp_11,L,cortex,scale422,,
825,160,7Networks_LH_Default_Temp_12,L,cortex,scale422,,
826,161,7Networks_LH_Default_Temp_13,L,cortex,scale422,,
827,162,7Networks_LH_Default_Temp_14,L,cortex,scale422,,
828,163,7Networks_LH_Default_Temp_15,L,cortex,scale422,,
829,164,7Networks_LH_Default_Temp_16,L,cortex,scale422,,
830,165,7Networks_LH_Default_Temp_17,L,cortex,scale422,,
831,166,7Networks_LH_Default_PFC_1,L,cortex,scale422,,
832,167,7Networks_LH_Default_PFC_2,L,cortex,scale422,,
833,168,7Networks_LH_Default_PFC_3,L,cortex,scale422,,
834,169,7Networks_LH_Default_PFC_4,L,cortex,scale422,,
835,170,7Networks_LH_Default_PFC_5,L,cortex,scale422,,
836,171,7Networks_LH_Default_PFC_6,L,cortex,scale422,,
837,172,7Networks_LH_Default_PFC_7,L,cortex,scale422,,
838,173,7Networks_LH_Default_PFC_8,L,cortex,scale422,,
839,174,7Networks_LH_Default_PFC_9,L,cortex,scale422,,
840,175,7Networks_LH_Default_PFC_10,L,cortex,scale422,,
841,176,7Networks_LH_Default_PFC_11,L,cortex,scale422,,
842,177,7Networks_LH_Default_PFC_12,L,cortex,scale422,,
843,178,7Networks_LH_Default_PFC_13,L,cortex,scale422,,
844,179,7Networks_LH_Default_PFC_14,L,cortex,scale422,,
